id	source_product_card_id	source_category	source_name	source_url	retrieval_query_or_path	observed_at	revisit_cadence	stored_evidence_summary	evidence_strength
archive_github_guizang_ppt_skill	github_guizang_ppt_skill	github_rising	github_rising	https://github.com/op7418/guizang-ppt-skill	github_rising	2026-06-27T03:10:00.000Z	weekly	Turns a presentation brief into a styled interactive HTML deck.	medium
archive_github_browser_harness	github_browser_harness	github_rising	github_rising	https://github.com/browser-use/browser-harness	github_rising	2026-06-27T03:10:00.000Z	weekly	Wraps browser tasks in a resilient harness for agent execution.	medium
archive_github_generic_agent	github_generic_agent	github_rising	github_rising	https://github.com/lsdefine/GenericAgent	github_rising	2026-06-27T03:10:00.000Z	weekly	Turns repeated task execution into a growing skill tree.	medium
archive_github_waoowaoo	github_waoowaoo	github_rising	github_rising	https://github.com/waooAI/waoowaoo	github_rising	2026-06-27T03:10:00.000Z	weekly	Turns video production into a controllable multi-stage agent workflow.	medium
archive_github_hermes_desktop	github_hermes_desktop	github_rising	github_rising	https://github.com/fathah/hermes-desktop	github_rising	2026-06-27T03:10:00.000Z	weekly	Places an AI agent as a persistent desktop companion.	medium
archive_github_learn_harness_engineering	github_learn_harness_engineering	github_rising	github_rising	https://github.com/walkinglabs/learn-harness-engineering	github_rising	2026-06-27T03:10:00.000Z	weekly	Turns a new agent engineering concept into a structured learning path.	medium
archive_showhn_tiny_app_os	showhn_tiny_app_os	hackathon_demo	hackathon_demo	https://hollingsworthd.github.io/RAu/	hackathon_demo	2026-06-27T03:10:00.000Z	weekly	Turns chat into a small app-building runtime.	medium
archive_showhn_tested_ai_tool_panel	showhn_tested_ai_tool_panel	hackathon_demo	hackathon_demo	https://trytested.com	hackathon_demo	2026-06-27T03:10:00.000Z	weekly	Turns tool evaluation into a multi-judge score panel.	medium
archive_showhn_capframe_leaderboard	showhn_capframe_leaderboard	hackathon_demo	hackathon_demo	https://capframe.ai/leaderboard	hackathon_demo	2026-06-27T03:10:00.000Z	weekly	Turns invisible agent security posture into a public leaderboard.	medium
archive_showhn_deskmate_live	showhn_deskmate_live	hackathon_demo	hackathon_demo	https://deskmatelive.com/	hackathon_demo	2026-06-27T03:10:00.000Z	weekly	Makes an AI helper visible as a desktop mascot companion.	medium
archive_showhn_workweave_router	showhn_workweave_router	hackathon_demo	hackathon_demo	https://github.com/workweave/router	hackathon_demo	2026-06-27T03:10:00.000Z	weekly	Routes AI tasks to different models inside existing coding tools.	medium
archive_showhn_openorb	showhn_openorb	hackathon_demo	hackathon_demo	https://openorb.onrender.com	hackathon_demo	2026-06-27T03:10:00.000Z	weekly	Turns one question into a visible council of AI perspectives.	medium
archive_showhn_git_lazy_mount	showhn_git_lazy_mount	hackathon_demo	hackathon_demo	https://github.com/mohsen1/git-lazy-mount	hackathon_demo	2026-06-27T03:10:00.000Z	weekly	Makes large repos appear present while fetching files only when needed.	medium
archive_showhn_shurectl	showhn_shurectl	hackathon_demo	hackathon_demo	https://github.com/Humblemonk/shurectl	hackathon_demo	2026-06-27T03:10:00.000Z	weekly	Turns hidden device protocol knowledge into a usable cross-platform control surface.	medium
archive_hf_deepsite	hf_deepsite	product_gallery	huggingface_space	https://huggingface.co/spaces/enzostvs/deepsite	product_gallery	2026-06-27T03:10:00.000Z	weekly	Turns a prompt into an inspectable web artifact.	medium
archive_hf_ai_comic_factory	hf_ai_comic_factory	product_gallery	huggingface_space	https://huggingface.co/spaces/jbilcke-hf/ai-comic-factory	product_gallery	2026-06-27T03:10:00.000Z	weekly	Turns a story idea into a comic artifact.	medium
archive_hf_kolors_virtual_try_on	hf_kolors_virtual_try_on	product_gallery	huggingface_space	https://huggingface.co/spaces/Kwai-Kolors/Kolors-Virtual-Try-On	product_gallery	2026-06-27T03:10:00.000Z	weekly	Turns product and person imagery into a try-on preview.	medium
archive_hf_wan_animate	hf_wan_animate	product_gallery	huggingface_space	https://huggingface.co/spaces/Wan-AI/Wan2.2-Animate	product_gallery	2026-06-27T03:10:00.000Z	weekly	Turns static or source media into animated output.	medium
archive_nasa_spaceapps_2025_spacegenes	nasa_spaceapps_2025_spacegenes	hackathon_winner	hackathon_winner	https://www.spaceappschallenge.org/2025/find-a-team/spacegenes/	hackathon_winner	2026-06-27T03:35:00.000Z	weekly	Turns complex space biology data into an accessible gene-risk dashboard.	high
archive_nasa_spaceapps_2025_resonant_exoplanets	nasa_spaceapps_2025_resonant_exoplanets	hackathon_winner	hackathon_winner	https://www.spaceappschallenge.org/2025/find-a-team/resonant-exoplanets/	hackathon_winner	2026-06-27T03:35:00.000Z	weekly	Turns faint astronomy signals into a more inspectable discovery surface.	high
archive_nasa_spaceapps_2025_twisters	nasa_spaceapps_2025_twisters	hackathon_winner	hackathon_winner	https://www.spaceappschallenge.org/2025/find-a-team/twisters/	hackathon_winner	2026-06-27T03:35:00.000Z	weekly	Turns scientific weather data into an everyday outdoor-planning assistant.	high
archive_nasa_spaceapps_2025_astro_sweepers	nasa_spaceapps_2025_astro_sweepers	hackathon_winner	hackathon_winner	https://www.spaceappschallenge.org/2025/find-a-team/astro-sweepers-we-catch-what-space-leaves-behind/	hackathon_winner	2026-06-27T03:35:00.000Z	weekly	Turns orbital debris responsibility into a visible sustainability score.	high
archive_nasa_spaceapps_2025_pureflow	nasa_spaceapps_2025_pureflow	hackathon_winner	hackathon_winner	https://www.spaceappschallenge.org/2025/find-a-team/pureflow2/	hackathon_winner	2026-06-27T03:35:00.000Z	weekly	Turns habitat design into a solar-threat resilience test.	high
archive_nasa_spaceapps_2025_photonics_odyssey	nasa_spaceapps_2025_photonics_odyssey	hackathon_winner	hackathon_winner	https://www.spaceappschallenge.org/2025/find-a-team/photonic-force/	hackathon_winner	2026-06-27T03:35:00.000Z	weekly	Turns connectivity infrastructure into an inspiring access story.	high
archive_nasa_spaceapps_2025_hercode_space	nasa_spaceapps_2025_hercode_space	hackathon_winner	hackathon_winner	https://www.spaceappschallenge.org/2025/find-a-team/hercode-space/	hackathon_winner	2026-06-27T03:35:00.000Z	weekly	Turns space-weather science into a child-friendly story experience.	high
archive_nasa_spaceapps_2025_gaia_leo	nasa_spaceapps_2025_gaia_leo	hackathon_winner	hackathon_winner	https://www.spaceappschallenge.org/2025/find-a-team/gaialeo/	hackathon_winner	2026-06-27T03:35:00.000Z	weekly	Turns AI infrastructure strain into a space-sustainability concept.	high
archive_nasa_spaceapps_2025_zumorroda_x	nasa_spaceapps_2025_zumorroda_x	hackathon_winner	hackathon_winner	https://www.spaceappschallenge.org/2025/find-a-team/zumorroda-x/	hackathon_winner	2026-06-27T03:35:00.000Z	weekly	Turns satellite farmland data into a pixel learning game.	high
archive_nasa_spaceapps_2025_quenaris	nasa_spaceapps_2025_quenaris	hackathon_winner	hackathon_winner	https://www.spaceappschallenge.org/2025/find-a-team/watana-project/	hackathon_winner	2026-06-27T03:35:00.000Z	weekly	Turns forest restoration into a monitored AI-supported local impact workflow.	high
archive_devpost_audionova	devpost_audionova	hackathon_demo	hackathon_demo	https://devpost.com/software/audionova	hackathon_demo	2026-06-27T03:55:00.000Z	weekly	Turns speech or voice intent into local transformed voice output.	medium
archive_devpost_canvas_student_insights	devpost_canvas_student_insights	hackathon_demo	hackathon_demo	https://devpost.com/software/canvas-student-insights-with-ai	hackathon_demo	2026-06-27T03:55:00.000Z	weekly	Turns LMS activity into student progress summaries and study plans.	medium
archive_devpost_civil_dialog	devpost_civil_dialog	hackathon_demo	hackathon_demo	https://devpost.com/software/civil-dialog	hackathon_demo	2026-06-27T03:55:00.000Z	weekly	Turns controversial discussion into moderated productive discourse.	medium
archive_devpost_fireflai	devpost_fireflai	hackathon_demo	hackathon_demo	https://devpost.com/software/fireflai	hackathon_demo	2026-06-27T03:55:00.000Z	weekly	Turns emergency context into a pre-entry tactical briefing.	high
archive_devpost_insightify	devpost_insightify	hackathon_demo	hackathon_demo	https://devpost.com/software/insightify-6rh0sc	hackathon_demo	2026-06-27T03:55:00.000Z	weekly	Turns multilingual reviews into responses and business insights.	medium
archive_devpost_neuthera	devpost_neuthera	hackathon_demo	hackathon_demo	https://devpost.com/software/neuthera-drug-discovery-platform	hackathon_demo	2026-06-27T03:55:00.000Z	weekly	Turns molecular design into a multi-model discovery toolkit.	medium
archive_devpost_pranai	devpost_pranai	hackathon_demo	hackathon_demo	https://devpost.com/software/pranai-g1dtw5	hackathon_demo	2026-06-27T03:55:00.000Z	weekly	Turns student wellness signals into companion support and escalation alerts.	medium
archive_devpost_quad	devpost_quad	hackathon_demo	hackathon_demo	https://devpost.com/software/quad-iv8l4h	hackathon_demo	2026-06-27T03:55:00.000Z	weekly	Turns agent answers into evidence-backed replayable work.	medium
archive_devpost_snapdragon_translator	devpost_snapdragon_translator	hackathon_demo	hackathon_demo	https://devpost.com/software/snapdragon-ai-multilingual-translator	hackathon_demo	2026-06-27T03:55:00.000Z	weekly	Turns multilingual conversation into offline real-time translation.	medium
archive_devpost_vantage	devpost_vantage	hackathon_demo	hackathon_demo	https://devpost.com/software/vantage-axzd3t	hackathon_demo	2026-06-27T03:55:00.000Z	weekly	Turns portfolio movement into market-vs-FX explanation.	medium
archive_devpost_audionova_metadata_20260627	devpost_audionova	hackathon_demo	Devpost project metadata	https://devpost.com/software/audionova	Submitted to: Windows on Snapdragon AI Hackathon; Built With: fastapi, python, qualcomm, qualcommaihub, react	2026-06-27T04:15:00.000Z	monthly	Devpost shows AudioNova as Windows on Snapdragon AI Hackathon Winner 1st Place with local AI voice generation tagline.	high
archive_devpost_canvas_student_insights_metadata_20260627	devpost_canvas_student_insights	hackathon_demo	Devpost project metadata	https://devpost.com/software/canvas-student-insights-with-ai	Submitted to: Google Chrome Built-in AI Challenge; Built With: gemini, instructure-canvas, javascript	2026-06-27T04:15:00.000Z	monthly	Devpost shows Canvas Student Insights with AI as Google Chrome Built-in AI Challenge Winner Honorable Mention.	high
archive_devpost_civil_dialog_metadata_20260627	devpost_civil_dialog	hackathon_demo	Devpost project metadata	https://devpost.com/software/civil-dialog	Submitted to: Windows on Snapdragon AI Hackathon; Built With: .net, blazor, c#, c++, geniesdk, maui, qai-hub, qnnsdk	2026-06-27T04:15:00.000Z	monthly	Devpost shows Civil Dialog as Windows on Snapdragon AI Hackathon Winner 3rd Place.	high
archive_devpost_fireflai_metadata_20260627	devpost_fireflai	hackathon_demo	Devpost project metadata	https://devpost.com/software/fireflai	Submitted to: UC Berkeley AI Hackathon 2026; Built With: arize, aura, browserbase, deepgram, fetchai	2026-06-27T04:15:00.000Z	monthly	Devpost shows Fireflai as a UC Berkeley AI Hackathon 2026 project with a GitHub final-code link.	high
archive_devpost_insightify_metadata_20260627	devpost_insightify	hackathon_demo	Devpost project metadata	https://devpost.com/software/insightify-6rh0sc	Submitted to: Google Chrome Built-in AI Challenge; Built With: typescript	2026-06-27T04:15:00.000Z	monthly	Devpost shows Insightify as Google Chrome Built-in AI Challenge Winner Honorable Mention.	high
archive_devpost_neuthera_metadata_20260627	devpost_neuthera	hackathon_demo	Devpost project metadata	https://devpost.com/software/neuthera-drug-discovery-platform	Submitted to: Building the Next-Gen Agentic App with GraphRAG & NVIDIA cuGraph; Built With: arango, biomart, biopython, biosnap, chatgpt, chemberta, chembl, deeppurpose, drugbank, faiss, graphrag, huggingface, langchain, pandas, pdb, python, rdkit, tamgen, torch	2026-06-27T04:15:00.000Z	monthly	Devpost shows Neuthera as Winner Third Place in the GraphRAG and NVIDIA cuGraph challenge.	high
archive_devpost_pranai_metadata_20260627	devpost_pranai	hackathon_demo	Devpost project metadata	https://devpost.com/software/pranai-g1dtw5	Submitted to: Hyperbloom Summer Hackathon; Built With: cloud-firestore, dart, firebase, firebase-authentication, firebase-cloud-messaging, flutter, flutter-local-notifications, github, provider, vs	2026-06-27T04:15:00.000Z	monthly	Devpost shows PranAI as a Hyperbloom Summer Hackathon project with Flutter and Firebase stack.	medium
archive_devpost_quad_metadata_20260627	devpost_quad	hackathon_demo	Devpost project metadata	https://devpost.com/software/quad-iv8l4h	Submitted to: UC Berkeley AI Hackathon 2026; Built With: anthropic-claude, arize-phoenix, browserbase, deepgram, next.js, opentelemetry, pgvector, postgresql, react, redis, sentry, supabase, typescript, upstash	2026-06-27T04:15:00.000Z	monthly	Devpost shows Quad as a UC Berkeley AI Hackathon 2026 project with external research-paper link.	high
archive_devpost_snapdragon_translator_metadata_20260627	devpost_snapdragon_translator	hackathon_demo	Devpost project metadata	https://devpost.com/software/snapdragon-ai-multilingual-translator	Submitted to: Windows on Snapdragon AI Hackathon; Built With: m2m100, marianmt, onnx, python, streamlit	2026-06-27T04:15:00.000Z	monthly	Devpost shows Snapdragon AI: Multilingual Translator as Windows on Snapdragon AI Hackathon Winner 2nd Place.	high
archive_devpost_vantage_metadata_20260627	devpost_vantage	hackathon_demo	Devpost project metadata	https://devpost.com/software/vantage-axzd3t	Submitted to: SummerBuild 2026; Built With: alphavantage, anthropic, coingecko, eodhd, finnhub, frankfurter, goldapi, google-gmail-oauth, newsapi, nextjs, oauth, openrouter, porkbun, react, supabase, vercel	2026-06-27T04:15:00.000Z	monthly	Devpost shows MSC - Vantage as a SummerBuild 2026 project with finance data and AI commentary stack.	medium
archive_github_rising_nanobot	github_rising_nanobot	github_rising	github_rising	https://github.com/HKUDS/nanobot	github_rising	2026-06-27T04:24:53.413Z	weekly	Lightweight, open-source AI agent for your tools, chats, and workflows.	low
archive_hf_space_lolaby	hf_space_lolaby	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/lolaby	product_gallery	2026-07-08T00:00:00.000Z	weekly	Child's drawing plus their name in, a sung personalized lullaby with lyrics and a 'what Lola saw' explanation out.	medium
archive_hf_space_coda	hf_space_coda	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/coda	product_gallery	2026-07-08T00:00:00.000Z	weekly	Unfinished 15-30s song clip in, seamlessly extended finished-sounding stereo track out.	medium
archive_hf_space_pawmap	hf_space_pawmap	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/pawmap	product_gallery	2026-07-08T00:00:00.000Z	weekly	Phone photo of a stray animal with GPS in, a re-identified animal profile pinned on a shared urgency-coded city map out.	medium
archive_hf_space_dream_customs	hf_space_dream_customs	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/dream-customs	product_gallery	2026-07-08T00:00:00.000Z	weekly	Dream told via text, sketch, image, or voice in; a Morning Ticket with one grounded 5-minute Today Tip out.	medium
archive_hf_space_borderless	hf_space_borderless	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/borderless	product_gallery	2026-07-08T00:00:00.000Z	weekly	Personal profile (citizenship, education, budget, goals) in; a cited multi-country relocation report on an interactive 3D globe out.	medium
archive_hf_space_openmythos	hf_space_openmythos	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/OpenMythos	product_gallery	2026-07-08T00:00:00.000Z	weekly	Pasted codebase content in; vulnerability report, dependency risk visualization, threat level, and hotfix patches out.	medium
archive_hf_space_color_grade_transfer	hf_space_color_grade_transfer	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/Color-Grade-Transfer	product_gallery	2026-07-08T00:00:00.000Z	weekly	Source image + reference image in; source image re-graded with the reference's color palette out.	medium
archive_hf_space_sema_dyslexic_assistant	hf_space_sema_dyslexic_assistant	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/sema-dyslexic-assistant	product_gallery	2026-07-08T00:00:00.000Z	weekly	Text, speech, or a photo of a confusing form in; simplified audio-backed text, tone-appropriate written messages, or highlighted step-by-step guidance out.	medium
archive_hf_space_pitchfight_ai	hf_space_pitchfight_ai	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/PITCHFIGHT_AI	product_gallery	2026-07-08T00:00:00.000Z	weekly	Spoken or typed startup pitch in; adversarial judge Q&A rounds plus a structured scorecard of strengths, vulnerabilities, and fixes out.	medium
archive_hf_space_llm_cinema	hf_space_llm_cinema	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/llm-cinema	product_gallery	2026-07-08T00:00:00.000Z	weekly	A one-line film concept in; a ~90-second streamed ASCII animation with narration, staging, and directorial choices out.	medium
archive_hf_space_gitopadesh	hf_space_gitopadesh	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/gitopadesh	product_gallery	2026-07-08T00:00:00.000Z	weekly	A personal dilemma in English/Hindi/Telugu in; scripture-cited guidance in persona plus a shareable Devanagari shloka card out.	medium
archive_hf_space_krishisathi	hf_space_krishisathi	product_gallery	huggingface_space	https://huggingface.co/spaces/roshan-acharya/KrishiSathi	product_gallery	2026-07-08T00:00:00.000Z	weekly	Crop photo + GPS + crop type in; a shareable farm Report Card with diagnosis, timing windows, dosages, and irrigation schedule out.	medium
archive_hf_space_exam_panic_rescue	hf_space_exam_panic_rescue	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/exam-panic-rescue	product_gallery	2026-07-08T00:00:00.000Z	weekly	Exam details + syllabus photos + hours left in; a triage study packet with drills, timeline, and a printable cram sheet out.	medium
archive_hf_space_micro_rpg_engine	hf_space_micro_rpg_engine	product_gallery	huggingface_space	https://huggingface.co/spaces/build-small-hackathon/micro-rpg-engine	product_gallery	2026-07-08T00:00:00.000Z	weekly	Player text commands in; generated narrative plus engine-validated state updates (HP, inventory, location) out.	medium
archive_hf_space_sun_direction_flux2_klein	hf_space_sun_direction_flux2_klein	product_gallery	huggingface_space	https://huggingface.co/spaces/linoyts/sun-direction-flux2-klein	product_gallery	2026-07-08T00:00:00.000Z	weekly	An outdoor photo plus a sun position chosen on a 3D ball in; the same photo relit from that sun direction out.	medium
archive_hf_space_ntt123_handwriting	hf_space_ntt123_handwriting	product_gallery	huggingface_space	https://huggingface.co/spaces/ntt123/handwriting	product_gallery	2026-07-08T00:00:00.000Z	weekly	Typed English text in; naturally varying cursive handwriting drawn stroke-by-stroke out.	medium
archive_hf_space_ace_step_jam	hf_space_ace_step_jam	product_gallery	huggingface_space	https://huggingface.co/spaces/victor/ace-step-jam	product_gallery	2026-07-08T00:00:00.000Z	weekly	A plain-language song description in; a written-and-produced playable song out.	medium
archive_gallery_oncourtai	gallery_oncourtai	product_gallery	product_gallery	https://www.oncourtai.co.uk/	product_gallery	2026-07-08T00:00:00.000Z	weekly	A side-angle phone video of one tennis stroke in; shot identification, biomechanical scores, and personalized drill recommendations out.	medium
archive_github_yue	github_yue	github_rising	github_rising	https://github.com/multimodal-art-projection/YuE	github_rising	2026-07-08T00:00:00.000Z	weekly	Lyrics plus genre tags in, a full song with sung vocals and instrumental accompaniment out.	medium
archive_github_ace_step	github_ace_step	github_rising	github_rising	https://github.com/ace-step/ACE-Step	github_rising	2026-07-08T00:00:00.000Z	weekly	Text tags and lyrics in, a controllable up-to-4-minute music track out in seconds.	medium
archive_github_open_health	github_open_health	github_rising	github_rising	https://www.open-health.me/	github_rising	2026-07-08T00:00:00.000Z	weekly	Blood tests, checkup PDFs, and wearable exports in; contextual, conversational health insights out.	medium
archive_github_audiblez	github_audiblez	github_rising	github_rising	https://github.com/santinic/audiblez	github_rising	2026-07-08T00:00:00.000Z	weekly	An EPUB file in, a natural-sounding chaptered M4B audiobook out.	medium
archive_github_handy	github_handy	github_rising	github_rising	https://handy.computer	github_rising	2026-07-08T00:00:00.000Z	weekly	A hotkey press and spoken words in, transcribed text pasted into any active application out.	medium
archive_github_fair	github_fair	github_rising	github_rising	https://fair.hotosm.org/	github_rising	2026-07-08T00:00:00.000Z	weekly	Satellite/UAV imagery plus existing OSM labels in; predicted buildings/roads/waterways ready for human review into OpenStreetMap out.	medium
archive_github_home_llm	github_home_llm	github_rising	github_rising	https://github.com/acon96/home-llm	github_rising	2026-07-08T00:00:00.000Z	weekly	A natural-language request in, the correct Home Assistant service call executed on your devices out.	medium
archive_github_klic_studio	github_klic_studio	github_rising	github_rising	https://github.com/krillinai/KlicStudio	github_rising	2026-07-08T00:00:00.000Z	weekly	A YouTube/Bilibili link or local MP4 in; translated subtitles, dubbed audio, covers, and re-formatted videos out.	medium
archive_github_krita_ai_diffusion	github_krita_ai_diffusion	github_rising	github_rising	https://github.com/Acly/krita-ai-diffusion	github_rising	2026-07-08T00:00:00.000Z	weekly	A canvas selection, sketch strokes, or control layers in; generated or refined image regions rendered into the painting out.	medium
archive_github_roboflow_sports	github_roboflow_sports	github_rising	github_rising	https://github.com/roboflow/sports	github_rising	2026-07-08T00:00:00.000Z	weekly	Broadcast soccer/basketball footage in; tracked players, ball trajectories, jersey numbers, and speed/distance metrics out.	medium
archive_github_paper_qa	github_paper_qa	github_rising	github_rising	https://github.com/Future-House/paper-qa	github_rising	2026-07-08T00:00:00.000Z	weekly	A question plus a folder of scientific PDFs in; a cited, evidence-ranked answer out.	medium
archive_github_podcastfy	github_podcastfy	github_rising	github_rising	https://openpod.fly.dev	github_rising	2026-07-08T00:00:00.000Z	weekly	URLs, PDFs, images, or videos in; a two-voice conversational podcast audio file out.	medium
archive_github_hivision_id_photos	github_hivision_id_photos	github_rising	github_rising	https://github.com/Zeyi-Lin/HivisionIDPhotos	github_rising	2026-07-08T00:00:00.000Z	weekly	A casual selfie in; standards-compliant ID photos with chosen background colors and print layouts out.	medium
archive_github_talemate	github_talemate	github_rising	github_rising	https://github.com/vegu-ai/talemate	github_rising	2026-07-08T00:00:00.000Z	weekly	Player actions and scenario definitions in; a coherent, long-running interactive narrative with consistent world state out.	medium
archive_github_actual_ai	github_actual_ai	github_rising	github_rising	https://github.com/sakowicz/actual-ai	github_rising	2026-07-08T00:00:00.000Z	weekly	Uncategorized bank transactions in; LLM-assigned budget categories with review tags out.	medium
archive_github_open_notebook	github_open_notebook	github_rising	github_rising	https://github.com/lfnovo/open-notebook	github_rising	2026-07-08T00:00:00.000Z	weekly	Mixed research materials in; grounded chat, notes, citations, and custom multi-speaker podcasts out.	medium
archive_github_storm	github_storm	github_rising	github_rising	https://storm.genie.stanford.edu	github_rising	2026-07-08T00:00:00.000Z	weekly	A topic query in; a full-length, citation-grounded Wikipedia-style article with hierarchical outline out.	medium
archive_devpost_nutshell_hands_free_web	devpost_nutshell_hands_free_web	hackathon_demo	hackathon_demo	https://devpost.com/software/nutshell-auftp2	hackathon_demo	2026-07-08T00:00:00.000Z	weekly	User moves their head and opens their mouth in front of a webcam; the browser cursor moves, clicks, scrolls, and long pages/videos get AI summaries.	high
archive_devpost_aac_board_ai	devpost_aac_board_ai	hackathon_demo	hackathon_demo	https://aacboard.app	hackathon_demo	2026-07-08T00:00:00.000Z	weekly	User taps pictograms on a communication board; out comes a grammatically complete, tone-matched sentence spoken aloud in the chosen language.	high
archive_devpost_phonaify	devpost_phonaify	hackathon_demo	hackathon_demo	https://devpost.com/software/phonaify	hackathon_demo	2026-07-08T00:00:00.000Z	weekly	User highlights a word and speaks it; the extension returns correct audio plus a phoneme-level diff of what they got wrong.	high
archive_devpost_pet_shelter_app	devpost_pet_shelter_app	hackathon_demo	hackathon_demo	https://petshelter.app	hackathon_demo	2026-07-08T00:00:00.000Z	weekly	Shelter staff upload a pet photo and rough notes; out comes a professionally written, proofread, multi-language adoption profile in a public gallery.	high
archive_devpost_trail_offline_companion	devpost_trail_offline_companion	hackathon_demo	hackathon_demo	https://www.trailplanner101.com	hackathon_demo	2026-07-08T00:00:00.000Z	weekly	User plans a route online; on the trail with no signal, they get an offline map with GPS position plus a local AI that answers safety and nature questions.	high
archive_devpost_eduadapt	devpost_eduadapt	hackathon_demo	hackathon_demo	https://devpost.com/software/eduadapt	hackathon_demo	2026-07-08T00:00:00.000Z	weekly	Teacher/parent sets a student profile (grade, diagnosis, support level); any webpage the child opens is reformatted into simplified, structured, checklist-supported reading.	high
archive_devpost_the_turing_werewolf	devpost_the_turing_werewolf	hackathon_demo	hackathon_demo	https://ang-rui-yan.github.io/the-turing-werewolf/	hackathon_demo	2026-07-08T00:00:00.000Z	weekly	User joins a Werewolf lobby of local AI players and types accusations/defenses; the AI villagers argue back, form suspicions, and vote to eliminate suspects.	high
archive_devpost_hawkwatch	devpost_hawkwatch	hackathon_demo	hackathon_demo	https://devpost.com/software/hawkwatch	hackathon_demo	2026-07-08T00:00:00.000Z	weekly	User connects live camera streams or MP4s; the system returns real-time alerts with incident timelines, security reports, and CSV exports when it detects crime or medical distress.	high
archive_devpost_fridgefit	devpost_fridgefit	hackathon_demo	hackathon_demo	https://fridgefit.netlify.app	hackathon_demo	2026-07-08T00:00:00.000Z	weekly	User photographs their fridge and picks a fitness goal; out come three meal options with recipes and calorie/protein/carb/fat macros.	high
archive_devpost_shot_analyzer	devpost_shot_analyzer	hackathon_demo	hackathon_demo	https://devpost.com/software/shot-anazlyer	hackathon_demo	2026-07-08T00:00:00.000Z	weekly	User uploads a jump-shot video; out comes frame-level pose-based feedback on each shot phase plus longitudinal trend charts across all past uploads.	high
